,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
6050,60,Price Avenue,Jill,Parsons,33,Wife,Married,Female,"Conservator, museum/gallery",None,None
6051,61,Price Avenue,Ben,Blake,80,Head,Widowed,Male,"Retired Engineer, manufacturing systems",None,None
6052,62,Price Avenue,Danielle,Pritchard,24,Head,Married,Female,Administrator,None,Christian
6053,62,Price Avenue,Louis,Pritchard,26,Husband,Married,Male,"Development worker, international aid",None,Christian
6054,62,Price Avenue,Elliott,Owen,55,Lodger,Single,Male,Broadcast engineer,Mental Disability,None
6055,63,Price Avenue,Robert,Clarke,80,Head,Single,Male,Retired Sports coach,None,Jewish
6056,64,Price Avenue,Ashleigh,Harris,45,Head,Divorced,Female,"Clinical scientist, histocompatibility and immunogenetics",None,Methodist
6057,64,Price Avenue,Max,Harris,16,Son,NA,Male,Student,None,NA
6058,65,Price Avenue,Kerry,Stanley,53,Head,Single,Female,Commissioning editor,None,Christian
6059,66,Price Avenue,Maurice,Mann,69,Head,Widowed,Male,Retired Ambulance person,None,None
6060,67,Price Avenue,Jeffrey,Gibson,24,Head,Single,Male,Actuary,None,Methodist
6061,68,Price Avenue,Rosemary,McLean,30,Head,Single,Female,Sport and exercise psychologist,None,None
6062,68,Price Avenue,Brian,McLean,8,Son,NA,Male,Student,None,NA
6063,68,Price Avenue,Trevor,McLean,4,Son,NA,Male,Child,None,NA
6064,68,Price Avenue,Kenneth,Holmes-McLean,0,Son,NA,Male,Child,None,NA
6065,69,Price Avenue,Dominic,Henry,67,Head,Widowed,Male,Educational psychologist,None,Christian
6066,70,Price Avenue,Joseph,Smith,30,Head,Divorced,Male,Corporate investment banker,None,None
6067,71,Price Avenue,Paige,Clarke,25,Head,Divorced,Female,Forest/woodland manager,None,None
6068,72,Price Avenue,Bradley,Saunders,73,Head,Widowed,Male,"Retired Nurse, adult",None,Christian
6069,73,Price Avenue,Thomas,Johnson,69,Head,Widowed,Male,Retired Energy manager,None,Christian
6070,74,Price Avenue,Marie,Taylor,37,Head,Single,Female,Osteopath,None,Catholic
6071,74,Price Avenue,Tracey,Taylor,9,Daughter,NA,Female,Student,None,NA
6072,75,Price Avenue,Emily,Oliver,85,Head,Widowed,Female,Retired Politician's assistant,None,Methodist
6073,76,Price Avenue,Neil,McDonald,50,Head,Single,Male,Chief Financial Officer,None,None
6074,77,Price Avenue,Joanne,Powell,79,Head,Widowed,Female,Retired Food technologist,None,Christian
6075,78,Price Avenue,Ruth,Yates,54,Head,Single,Female,Television production assistant,None,Christian
6076,79,Price Avenue,Bethan,Wilson,56,Head,Married,Female,Operations geologist,None,Christian
6077,79,Price Avenue,Gerald,Wilson,57,Husband,Married,Male,"Designer, ceramics/pottery",None,Christian
6078,79,Price Avenue,Sharon,Wilson,16,Daughter,NA,Female,Student,None,NA
6079,80,Price Avenue,Vincent,Oliver,70,Head,Married,Male,Retired Charity fundraiser,None,None
6080,80,Price Avenue,Rosie,Oliver,68,Wife,Married,Female,Retired Claims inspector/assessor,None,None
6081,81,Price Avenue,Elaine,Gibbs,70,Head,Married,Female,"Retired Therapist, art",None,Christian
6082,81,Price Avenue,Phillip,Gibbs,72,Husband,Married,Male,Retired Higher education careers adviser,None,Christian
6083,82,Price Avenue,Hugh,Walters,74,Head,Married,Male,"Retired Lighting technician, broadcasting/film/video",None,None
6084,82,Price Avenue,Kelly,Walters,75,Wife,Married,Female,Retired Television camera operator,None,None
6085,83,Price Avenue,Melanie,Roberts,58,Head,Widowed,Female,Unemployed,None,None
6086,84,Price Avenue,Denise,Smith,45,Head,Married,Female,"Teacher, English as a foreign language",None,None
6087,84,Price Avenue,Dale,Smith,44,Husband,Married,Male,Speech and language therapist,None,None
6088,84,Price Avenue,Glen,Smith,13,Son,NA,Male,Student,None,NA
6089,84,Price Avenue,Elizabeth,Smith,10,Daughter,NA,Female,Student,None,NA
6090,85,Price Avenue,Nicholas,Bennett,52,Head,Married,M,"Pharmacist, community",None,Catholic
6091,85,Price Avenue,Leanne,Bennett,46,Wife,Married,Female,Forest/woodland manager,None,Catholic
6092,86,Price Avenue,Steven,Thompson,74,Head,Widowed,Male,Retired Product designer,None,None
6093,87,Price Avenue,Jeremy,Byrne,99,Head,Widowed,Male,Retired Chief Marketing Officer,None,Catholic
6094,88,Price Avenue,Carly,Lloyd,56,Head,Divorced,Female,Photographer,None,None
6095,89,Price Avenue,Frances,Dixon,37,Head,Single,Female,Unemployed,None,Catholic
6096,90,Price Avenue,Paige,Little,40,Head,Married,Female,Horticultural therapist,None,None
6097,90,Price Avenue,Russell,Little,40,Husband,Married,Male,"Surveyor, insurance",None,None
6098,91,Price Avenue,Kathryn,Austin,62,Head,Married,Female,Museum/gallery conservator,None,Catholic
6099,91,Price Avenue,Neil,Austin,63,Husband,Married,Male,Chartered accountant,None,Catholic
6100,91,Price Avenue,Anne,Jones-Austin,27,Daughter,Single,Female,Medical laboratory scientific officer,None,Catholic
6101,91,Price Avenue,Hazel,Jones-Austin,0,Daughter,NA,Female,Child,None,NA
6102,92,Price Avenue,Eleanor,Lewis,48,Head,Single,Female,Unemployed,None,Catholic
6103,92,Price Avenue,Jasmine,Lewis,15,Step-Daughter,NA,Female,Student,None,NA
6104,92,Price Avenue,Lauren,Lewis,13,Step-Daughter,NA,Female,Student,None,NA
6105,93,Price Avenue,Lawrence,Riley-Newton,51,Head,Married,Male,Film/video editor,None,Catholic
6106,93,Price Avenue,Julia,Riley-Newton,52,Wife,Married,Female,Unemployed,None,None
6107,94,Price Avenue,Tina,Taylor,70,Head,Single,Female,Retired Chemical engineer,None,Christian
6108,95,Price Avenue,Abdul,O'Brien,67,Head,Widowed,Male,Actor,None,Christian
6109,96,Price Avenue,Jemma,Morgan,38,Head,Single,Female,Unemployed,None,Christian
6110,96,Price Avenue,Graham,Russell,40,Partner,Single,Male,Education administrator,Disabled,Christian
6111,96,Price Avenue,Carl,Morgan,9,Son,NA,Male,Student,None,NA
6112,97,Price Avenue,Daniel,Thompson,65,Head,Married,Male,Unemployed,None,Christian
6113,97,Price Avenue,Grace,Thompson,63,Wife,Married,Female,"Engineer, mining",None,Christian
6114,98,Price Avenue,Aaron,Page,82,Head,Divorced,Male,Retired Chief Technology Officer,None,None
6115,99,Price Avenue,Lydia,White,105,Head,Widowed,Female,Retired Dispensing optician,None,Methodist
6116,100,Price Avenue,Joan,Lewis,71,Head,Single,Female,Retired Water quality scientist,None,None
6117,101,Price Avenue,Nicole,Jones,24,Head,Married,Female,Energy engineer,None,Christian
6118,101,Price Avenue,Lee,Jones,19,Husband,Married,Male,University Student,None,Christian
6119,101,Price Avenue,Paula,Jones,4,Daughter,NA,Female,Child,None,NA
6120,102,Price Avenue,Gemma,Sullivan,74,Head,Single,Female,Retired Chartered accountant,None,Christian
6121,103,Price Avenue,Leah,Thompson,38,Head,Single,Female,"Pilot, airline",None,Methodist
6122,104,Price Avenue,Fiona,Hughes,39,Head,Married,Female,Civil Service fast streamer,None,Christian
6123,104,Price Avenue,Glen,Hughes,41,Husband,Married,Male,English as a foreign language teacher,None,None
6124,104,Price Avenue,Gemma,Hughes,9,Daughter,NA,Female,Student,None,NA
6125,105,Price Avenue,Brian,Baker,41,Head,Single,Male,Chief Operating Officer,None,Catholic
6126,106,Price Avenue,Roy,Williams,52,Head,Single,Male,"Engineer, maintenance",None,Christian
6127,106,Price Avenue,Catherine,Woods,26,None,Single,Female,"Social research officer, government",None,None
6128,106,Price Avenue,Sian,Robinson,35,None,Single,Female,"Geneticist, molecular",None,Christian
6129,107,Price Avenue,Dennis,Baxter,47,Head,Single,Male,Patent attorney,None,Christian
6130,107,Price Avenue,Reece,Jones,21,None,Single,Male,University Student,None,Christian
6131,108,Price Avenue,Sam,Godfrey,95,Head,Married,Male,"Retired Administrator, sports",None,Christian
6132,108,Price Avenue,Hayley,Godfrey,95,Wife,Married,Female,Retired Science writer,None,Christian
6133,109,Price Avenue,Heather,Harrison,63,Head,Single,Female,"Doctor, hospital",None,Christian
6134,109,Price Avenue,Norman,Morris,70,Partner,Single,Male,Retired Advice worker,None,Christian
6135,110,Price Avenue,Nigel,Forster,38,Head,Single,Male,Chiropodist,None,Muslim
6136,111,Price Avenue,Kirsty,Peters,64,Head,Divorced,Female,Medical secretary,None,None
6137,112,Price Avenue,Jacob,Hardy,35,Head,Married,Male,"Engineer, biomedical",None,None
6138,112,Price Avenue,Hollie,Hardy,34,Wife,Married,female,Geochemist,None,None
6139,113,Price Avenue,Malcolm,Bradley,59,Head,Single,Male,Control and instrumentation engineer,None,Christian
6140,114,Price Avenue,Sylvia,Riley,26,Head,Divorced,Female,Broadcast presenter,None,Muslim
6141,114,Price Avenue,Diane,Riley,9,Daughter,NA,Female,Student,None,NA
6142,115,Price Avenue,Melissa,Carpenter,48,Head,Single,Female,Planning and development surveyor,None,Christian
6143,116,Price Avenue,Damien,Patel,89,Head,Divorced,Male,Retired Personal assistant,None,Christian
6144,117,Price Avenue,Glen,Poole,76,Head,Widowed,Male,Retired Patent examiner,None,Christian
6145,118,Price Avenue,Gareth,Sinclair,58,Head,Single,Male,"Surveyor, minerals",None,Catholic
6146,119,Price Avenue,Leigh,Little,31,Head,Single,Male,Counselling psychologist,None,None
6147,120,Price Avenue,Frederick,Jones,48,Head,Single,Male,Horticultural consultant,None,None
6148,121,Price Avenue,Andrew,Brown,64,Head,Single,Male,Geochemist,None,Christian
6149,122,Price Avenue,Rachael,Bell,32,Head,Married,Female,"Psychologist, occupational",None,None
6150,122,Price Avenue,Ricky,Bell,33,Husband,Married,Male,Garment/textile technologist,None,None
6151,122,Price Avenue,Barbara,Bell,2,Daughter,NA,Female,Child,None,NA
6152,123,Price Avenue,Kate,Holt,18,Head,Single,Female,Student,None,NA
6153,124,Price Avenue,Simon,Dale,62,Head,Single,Male,Warden/ranger,None,Muslim
6154,124,Price Avenue,Tina,Burton,34,None,Single,Female,"Surveyor, quantity",None,None
6155,125,Price Avenue,John,Edwards,78,Head,Divorced,Male,Retired Leisure centre manager,None,Christian
6156,126,Price Avenue,Jordan,Lawrence,49,Head,Single,Male,Radio producer,None,None
6157,127,Price Avenue,Shaun,Bentley,76,Head,Widowed,Male,Retired Office manager,None,Methodist
6158,128,Price Avenue,Katy,Baker,43,Head,Single,Female,Interpreter,None,Christian
6159,128,Price Avenue,Christine,Baker,16,Daughter,NA,Female,Student,None,NA
6160,129,Price Avenue,Tracey,Burrows,51,Head,Married,Female,Unemployed,None,None
6161,129,Price Avenue,George,Burrows,52,Husband,Married,M,Horticultural consultant,None,None
6162,129,Price Avenue,Trevor,Burrows,17,Son,NA,Male,Student,None,NA
6163,130,Price Avenue,Gareth,Reynolds,66,Head,Widowed,Male,"Designer, graphic",None,Catholic
6164,131,Price Avenue,Donna,Ferguson,23,Head,Married,Female,Accounting technician,None,Christian
6165,131,Price Avenue,Max,Ferguson,19,Husband,Married,Male,Ophthalmologist,None,None
6166,132,Price Avenue,Elliot,Field,65,Head,Married,Male,Analytical chemist,None,Catholic
6167,132,Price Avenue,Debra,Field,63,Wife,Married,Female,Medical technical officer,None,None
6168,133,Price Avenue,Bethany,Jackson,46,Head,Single,Female,Unemployed,None,None
6169,134,Price Avenue,Brandon,Williams,41,Head,Single,Male,Meteorologist,None,None
6170,135,Price Avenue,Lucy,Scott,30,Head,Single,Female,"Surveyor, mining",None,None
6171,136,Price Avenue,Maureen,Begum,65,Head,Widowed,Female,"Engineer, mining",None,None
6172,137,Price Avenue,Tina,Patel,52,Head,Married,Female,Dramatherapist,None,None
6173,137,Price Avenue,Malcolm,Patel,45,Husband,Married,Male,Dancer,None,None
6174,137,Price Avenue,Irene,Patel,14,Daughter,NA,Female,Student,None,NA
6175,137,Price Avenue,Zoe,Patel,10,Daughter,NA,Female,Student,None,NA
6176,138,Price Avenue,Bryan,Taylor,56,Head,Married,Male,Management consultant,None,Christian
6177,138,Price Avenue,Clare,Taylor,52,Wife,Married,Female,Chiropodist,None,Christian
6178,139,Price Avenue,Denis,Flynn,67,Head,Divorced,Male,Hydrographic surveyor,None,Christian
6179,140,Price Avenue,Sylvia,Richards,84,Head,Widowed,Female,Retired Occupational hygienist,None,None
6180,141,Price Avenue,Rita,Bailey,44,Head,Married,Female,Chief Technology Officer,None,None
6181,141,Price Avenue,Gerard,Bailey,46,Husband,Married,Male,Accommodation manager,None,None
6182,142,Price Avenue,Billy,Norris,71,Head,Widowed,Male,Retired Biomedical engineer,None,Catholic
6183,143,Price Avenue,Nigel,Hancock,19,Head,Single,Male,University Student,None,Christian
6184,144,Price Avenue,Lucy,Hill,74,Head,Married,Female,Retired Environmental health practitioner,None,Catholic
6185,144,Price Avenue,Ian,Hill,72,Husband,Married,Male,Retired Fine artist,None,None
6186,145,Price Avenue,Jasmine,Davies,48,Head,Widowed,female,"Psychologist, sport and exercise",None,Methodist
6187,145,Price Avenue,Michelle,Booth,12,Granddaughter,NA,Female,Student,None,NA
6188,146,Price Avenue,Rita,Carroll,71,Head,Single,Female,Retired Hydrologist,None,Christian
6189,147,Price Avenue,Clifford,Cox,33,Head,Divorced,Male,Hydrologist,None,Catholic
6190,148,Price Avenue,Emily,Osborne,25,Head,Divorced,Female,Unemployed,None,None
6191,149,Price Avenue,Nicole,Mitchell,28,Head,Divorced,Female,Metallurgist,None,Methodist
6192,150,Price Avenue,Maureen,Morgan,72,Head,Widowed,Female,Retired Paramedic,None,Christian
6193,151,Price Avenue,Paula,Wilson,74,Head,Widowed,Female,Retired Hydrogeologist,None,Methodist
6194,152,Price Avenue,Howard,Vincent,37,Head,Divorced,Male,Unemployed,None,Christian
6195,153,Price Avenue,Joshua,Gregory,24,Head,Single,Male,Chartered public finance accountant,None,None
6196,154,Price Avenue,Deborah,Benson,67,Head,Widowed,Female,Proofreader,None,Catholic
6197,155,Price Avenue,Charlene,Brown,45,Head,Married,Female,Cytogeneticist,None,None
6198,155,Price Avenue,Ross,Brown,49,Husband,Married,Male,Systems analyst,None,None
6199,155,Price Avenue,Maureen,Brown,25,Daughter,Single,Female,Occupational hygienist,None,None
6200,156,Price Avenue,Stephanie,Lambert,70,Head,Widowed,Female,"Retired Conservator, furniture",None,None
6201,157,Price Avenue,Clifford,Lee,51,Head,Divorced,Male,Unemployed,None,Christian
6202,158,Price Avenue,Alison,Sharp,30,Head,Married,Female,Unemployed,None,None
6203,158,Price Avenue,Howard,Sharp,30,Husband,Married,Male,Lobbyist,None,None
6204,158,Price Avenue,Tracy,White,35,Lodger,Single,Female,"Designer, exhibition/display",None,None
6205,158,Price Avenue,Naomi,Brady,55,Lodger,Divorced,Female,Barista,None,Methodist
6206,159,Price Avenue,Alice,Roberts,55,Head,Single,Female,Barrister,None,Catholic
6207,159,Price Avenue,Mohammed,Simpson,57,Partner,Single,Male,Seismic interpreter,None,None
6208,160,Price Avenue,Diane,Mason-Wall,41,Head,Single,f,"Scientist, research (maths)",None,None
6209,160,Price Avenue,Bruce,Hudson,41,Partner,Single,Male,"Engineer, civil (contracting)",None,None
6210,160,Price Avenue,Abigail,Mason-Wall,9,Daughter,NA,Female,Student,None,NA
6211,161,Price Avenue,Bethan,Stokes,68,Head,Married,Female,Retired Electrical engineer,None,Methodist
6212,161,Price Avenue,Dean,Stokes,70,Husband,Married,Male,"Retired Nurse, children's",None,Methodist
6213,162,Price Avenue,Luke,Stewart,42,Head,Single,Male,Teaching laboratory technician,None,Christian
6214,163,Price Avenue,Lynn,Rogers,59,Head,Married,Female,Health and safety adviser,None,Christian
6215,163,Price Avenue,Antony,Rogers,60,Husband,Married,Male,"Engineer, water",None,Christian
6216,164,Price Avenue,Amy,Thompson,49,Head,Single,Female,Control and instrumentation engineer,None,Catholic
6217,165,Price Avenue,Neil,Coleman,76,Head,Married,Male,Retired Dancer,None,Christian
6218,165,Price Avenue,Kim,Coleman,76,Wife,Married,Female,Retired Dealer,None,Christian
6219,166,Price Avenue,Liam,Rose,79,Head,Widowed,Male,"Retired Therapist, sports",None,Catholic
6220,167,Price Avenue,Matthew,Freeman,40,Head,Married,Male,Translator,None,Christian
6221,167,Price Avenue,Chelsea,Freeman,35,Wife,Married,Female,Advice worker,None,None
6222,167,Price Avenue,Maria,Freeman,2,Neice,NA,Female,Child,None,NA
6223,168,Price Avenue,Frank,Kerr,59,Head,Single,Male,"Lighting technician, broadcasting/film/video",None,None
6224,169,Price Avenue,Bethan,Powell,29,Head,Single,Female,Environmental consultant,None,Sikh
6225,170,Price Avenue,Leslie,Harris,79,Head,Widowed,Male,"Retired Surveyor, insurance",None,Christian
6226,171,Price Avenue,Emily,Allan,26,Head,Married,Female,"Social research officer, government",None,Jewish
6227,171,Price Avenue,Donald,Allan,24,Husband,Married,male,Interior and spatial designer,None,Jewish
6228,172,Price Avenue,Tina,Howard,36,Head,Single,Female,Lawyer,None,Catholic
6229,172,Price Avenue,Douglas,Howard,6,Son,NA,Male,Student,None,NA
6230,173,Price Avenue,Heather,Davis,47,Head,Divorced,Female,Unemployed,None,None
6231,173,Price Avenue,Jill,Davis,10,Daughter,NA,Female,Student,None,NA
6232,174,Price Avenue,Ashley,Bell,81,Head,Married,Male,Unemployed,None,None
6233,174,Price Avenue,Natasha,Bell,77,Wife,Married,Female,Retired Facilities manager,None,None
6234,175,Price Avenue,Sian,Thompson,72,Head,Widowed,Female,Retired Editorial assistant,None,Catholic
6235,176,Price Avenue,Garry,Mitchell,37,Head,Divorced,Male,Careers adviser,None,None
6236,177,Price Avenue,Iain,Shaw,29,Head,Divorced,Male,Unemployed,None,None
6237,178,Price Avenue,Ann,Harding,67,Head,Divorced,Female,Unemployed,None,Christian
6238,178,Price Avenue,Frederick,Harding,37,Son,Single,Male,Water quality scientist,None,Christian
6239,179,Price Avenue,Lucy,Harris,73,Head,Widowed,Female,Retired Community pharmacist,None,Catholic
6240,180,Price Avenue,Natalie,Barnett,40,Head,Single,Female,Conference centre manager,None,Christian
6241,180,Price Avenue,Karl,Watson,48,Partner,Single,Male,Chartered loss adjuster,None,Christian
6242,180,Price Avenue,Joan,Barnett,14,Daughter,NA,Female,Student,None,NA
6243,180,Price Avenue,Adam,Barnett,10,Son,NA,Male,Student,None,NA
6244,181,Price Avenue,Kim,Carr,26,Head,Single,Female,"Production assistant, radio",None,None
6245,181,Price Avenue,Craig,Chamberlain,29,Sibling,Single,Male,Community education officer,None,None
6246,182,Price Avenue,Joshua,Lamb,75,Head,Divorced,Male,Retired Arts administrator,None,Catholic
6247,183,Price Avenue,Lynn,Goodwin,46,Head,Single,Female,Bonds trader,None,Christian
6248,183,Price Avenue,Donald,Leach,8,Grandson,NA,Male,Student,None,NA
6249,184,Price Avenue,Olivia,Singh,70,Head,Widowed,Female,Retired Arboriculturist,None,Christian
6250,185,Price Avenue,Jonathan,Johnson,67,Head,Widowed,Male,Television production assistant,None,Catholic
6251,186,Price Avenue,Cameron,Ward,49,Head,Single,Male,Secondary school teacher,None,Christian
6252,187,Price Avenue,Simon,Marshall,59,Head,Divorced,Male,"Biochemist, clinical",None,Christian
6253,188,Price Avenue,Frances,Carter,67,Head,Single,Female,Environmental consultant,None,Christian
6254,189,Price Avenue,Adrian,Gray,52,Head,Single,Male,Drilling engineer,None,Christian
6255,189,Price Avenue,Brandon,Hutchinson,68,Cousin,Divorced,Male,Retired Lexicographer,None,Christian
6256,190,Price Avenue,Jodie,Griffiths,32,Head,Single,Female,Unemployed,None,None
6257,190,Price Avenue,Hayley,Singh,56,Lodger,Single,Female,Actor,None,None
6258,190,Price Avenue,Emily,Tucker,36,Lodger,Single,Female,"Engineer, electronics",None,Christian
6259,191,Price Avenue,Mathew,Reynolds,65,Head,Divorced,Male,Broadcast engineer,None,None
6260,192,Price Avenue,Jonathan,Williamson,62,Head,Married,Male,Economist,None,Christian
6261,192,Price Avenue,Zoe,Williamson,64,Wife,Married,Female,Museum/gallery conservator,None,Christian
6262,193,Price Avenue,Carol,Abbott,34,Head,Single,Female,Higher education careers adviser,None,Catholic
6263,194,Price Avenue,Deborah,Chan,73,Head,Widowed,Female,Retired Advertising account planner,None,Christian
6264,195,Price Avenue,Naomi,Roberts,32,Head,Married,Female,Animal nutritionist,None,Catholic
6265,195,Price Avenue,Robert,Roberts,34,Husband,Married,Male,"Buyer, retail",None,Catholic
6266,196,Price Avenue,Duncan,Thompson,79,Head,Divorced,Male,Retired Farm manager,None,None
6267,197,Price Avenue,Roger,Morgan,55,Head,Single,Male,"Designer, interior/spatial",None,Christian
6268,1,Daisy Road,Raymond,Bibi,71,Head,Widowed,Male,Retired Chief Technology Officer,None,None
6269,2,Daisy Road,Paula,Nash,41,Head,Single,Female,"Psychotherapist, child",None,None
6270,2,Daisy Road,Lynne,Nash,2,Daughter,NA,Female,Child,None,NA
6271,3,Daisy Road,Natasha,Ball,40,Head,Divorced,Female,Music tutor,None,None
6272,3,Daisy Road,Leigh,Ball,15,Son,NA,Male,Student,None,NA
6273,4,Daisy Road,Caroline,Page,62,Head,Single,Female,Unemployed,None,Muslim
6274,4,Daisy Road,Jeremy,Page,10,Son,NA,Male,Student,None,NA
6275,5,Daisy Road,Dean,Robinson,39,Head,Single,Male,Clinical biochemist,None,Catholic
6276,6,Daisy Road,Lauren,Rees,41,Head,Single,Female,Unemployed,None,Christian
6277,6,Daisy Road,Samantha,Rees,7,Daughter,NA,Female,Student,None,NA
6278,7,Daisy Road,Diana,Wood,67,Head,Widowed,Female,"Therapist, art",None,Catholic
6279,8,Daisy Road,Max,Turner,60,Head,Divorced,Male,Make,None,Catholic
6280,9,Daisy Road,Debra,Bolton,29,Head,Single,Female,Unemployed,None,Christian
6281,9,Daisy Road,Suzanne,Bolton,6,Daughter,NA,Female,Student,None,NA
6282,10,Daisy Road,Georgia,Richards,52,Head,Married,Female,Homeopath,None,None
6283,10,Daisy Road,Alan,Richards,58,Husband,Married,Male,Cytogeneticist,None,None
6284,10,Daisy Road,Ashley,Richards,17,Son,NA,Male,Student,None,NA
6285,11,Daisy Road,Joyce,King,83,Head,Widowed,Female,Retired Database administrator,None,None
6286,12,Daisy Road,Donna,Gallagher,59,Head,Single,female,Careers information officer,None,Christian
6287,12,Daisy Road,Mark,Howard,14,Grandson,NA,Male,Student,None,NA
6288,12,Daisy Road,Jean,Howard,13,Granddaughter,NA,Female,Student,None,NA
6289,13,Daisy Road,Glenn,Lucas,58,Head,Single,Male,Exercise physiologist,None,Christian
6290,14,Daisy Road,Damien,Jones,69,Head,Married,Male,"Retired Surveyor, land/geomatics",None,None
6291,14,Daisy Road,Amber,Jones,70,Wife,Married,Female,"Retired Engineer, materials",None,None
6292,15,Daisy Road,Jeffrey,Burns,51,Head,Single,Male,"Restaurant manager, fast food",None,Christian
6293,16,Daisy Road,Carly,Haynes,74,Head,Widowed,Female,"Retired Investment banker, operational",None,Christian
6294,17,Daisy Road,Catherine,Burgess,45,Head,Married,Female,Accounting technician,None,Christian
6295,17,Daisy Road,Mohammed,Burgess,45,Husband,Married,Male,Secondary school teacher,None,None
6296,17,Daisy Road,Gerald,Burgess,15,Son,NA,Male,Student,None,NA
6297,18,Daisy Road,Billy,Grant,58,Head,Married,Male,Furniture conservator/restorer,None,None
6298,18,Daisy Road,Sharon,Grant,54,Wife,Married,Female,Unemployed,None,None
6299,18,Daisy Road,Brian,Grant,15,Son,NA,Male,Student,None,NA
6300,19,Daisy Road,Joe,Jenkins,23,Head,Single,Male,Clinical molecular geneticist,None,None
6301,20,Daisy Road,Elliot,Preston,60,Head,Divorced,Male,Public librarian,None,None
6302,21,Daisy Road,Lauren,Mason,72,Head,Widowed,Female,Retired Financial planner,None,Catholic
6303,22,Daisy Road,Kerry,Long,77,Head,Widowed,Female,"Retired Psychologist, educational",None,Christian
6304,23,Daisy Road,Georgia,Bird,77,Head,Widowed,Female,"Retired Engineer, control and instrumentation",None,Catholic
6305,24,Daisy Road,Kirsty,Mitchell,82,Head,Widowed,F,Retired Social worker,None,Methodist
6306,25,Daisy Road,Hannah,Sharp,78,Head,Divorced,Female,"Retired Producer, radio",None,Christian
6307,26,Daisy Road,Frances,Wilson,71,Head,Widowed,Female,Retired Public librarian,None,Christian
6308,27,Daisy Road,Simon,Fletcher,33,Head,Single,Male,"Psychotherapist, child",None,Orthodoxy
6309,27,Daisy Road,Carolyn,Morris,29,Partner,Single,Female,Physiological scientist,None,Orthodoxy
6310,28,Daisy Road,Abigail,Yates,78,Head,Divorced,Female,"Retired Teacher, secondary school",None,Sikh
6311,29,Daisy Road,Molly,Price,36,Head,Single,Female,General practice doctor,None,None
6312,30,Daisy Road,Anthony,Anderson,21,Head,Married,Male,University Student,None,Catholic
6313,30,Daisy Road,Katie,Anderson,19,Wife,Married,Female,University Student,None,Catholic
6314,31,Daisy Road,Danny,Morris,54,Head,Divorced,Male,"Designer, graphic",None,Christian
6315,32,Daisy Road,Elliot,Hussain,66,Head,Married,Male,Unemployed,None,None
6316,32,Daisy Road,Deborah,Hussain,65,Wife,Married,Female,Aeronautical engineer,None,None
6317,33,Daisy Road,Rebecca,Perkins,41,Head,Single,Female,Medical sales representative,None,None
6318,33,Daisy Road,Rebecca,Smith,53,Lodger,Single,Female,Planning and development surveyor,None,Christian
6319,34,Daisy Road,Carole,Robinson,69,Head,Widowed,Female,Retired Public house manager,None,None
6320,35,Daisy Road,Sara,Walker,47,Head,Single,Female,Clinical psychologist,None,None
6321,36,Daisy Road,Angela,Burke,75,Head,Widowed,Female,"Retired Nurse, adult",None,Christian
6322,37,Daisy Road,Katie,Parker,46,Head,Married,Female,Energy manager,None,None
6323,37,Daisy Road,Shane,Parker,43,Husband,Married,Male,Theatre stage manager,None,None
6324,37,Daisy Road,June,Parker,17,Daughter,NA,Female,Student,None,NA
6325,38,Daisy Road,Georgia,Jones,98,Head,Widowed,f,Retired Architectural technologist,None,Christian
6326,39,Daisy Road,William,Murray,53,Head,Single,Male,"Secretary, company",None,Methodist
6327,40,Daisy Road,Lynda,Burton,46,Head,Married,Female,Retail buyer,None,None
6328,40,Daisy Road,Michael,Burton,48,Husband,Married,Male,Multimedia specialist,None,None
6329,40,Daisy Road,Holly,Burton,8,Daughter,NA,Female,Student,None,NA
6330,41,Daisy Road,Gerard,Woodward,23,Head,Single,Male,Unemployed,None,Christian
6331,42,Daisy Road,Howard,Jones,32,Head,Divorced,Male,Dietitian,None,Catholic
6332,43,Daisy Road,Mathew,Barber,86,Head,Widowed,Male,Retired Museum/gallery curator,None,Christian
6333,44,Daisy Road,Pauline,Howard,83,Head,Divorced,Female,"Retired Nurse, mental health",None,None
6334,45,Daisy Road,Arthur,Mason,56,Head,Single,Male,Theatre stage manager,None,None
6335,46,Daisy Road,Amanda,Houghton,65,Head,Widowed,Female,"Teacher, primary school",None,Christian
6336,47,Daisy Road,Norman,Singh,33,Head,Divorced,Male,Heritage manager,None,None
6337,48,Daisy Road,Jayne,Lewis,72,Head,Divorced,Female,Retired Prison officer,None,Christian
6338,49,Daisy Road,Jenna,Smith,44,Head,Single,Female,Farm manager,None,None
6339,50,Daisy Road,Marian,White,22,Head,Single,Female,University Student,None,Catholic
6340,51,Daisy Road,Douglas,Craig,56,Head,Single,Male,Public librarian,None,Methodist
6341,51,Daisy Road,Pamela,Chandler,55,Partner,Single,female,Unemployed,None,Methodist
6342,52,Daisy Road,Danielle,Manning,26,Head,Married,Female,Chartered public finance accountant,None,Catholic
6343,52,Daisy Road,Nigel,Manning,24,Husband,Married,Male,"Sales professional, IT",None,Catholic
6344,53,Daisy Road,Stacey,Perry,49,Head,Single,Female,"Accountant, chartered public finance",None,Catholic
6345,54,Daisy Road,Robert,Reed,83,Head,Divorced,Male,"Retired Producer, television/film/video",None,None
6346,55,Daisy Road,Angela,Thorpe,36,Head,Married,Female,Estate agent,None,None
